Date,Adj Close,Close,High,Low,Open,Volume
2010-07-01,,,,,,
2010-08-01,17.97721290588379,18.212499618530273,19.799999237060547,18.107500076293945,19.61750030517578,48192400.0
2010-09-01,20.72623062133789,20.997499465942386,21.170000076293945,18.375,18.542499542236328,52200800.0
2010-10-01,21.673830032348636,21.957500457763672,22.11750030517578,20.8700008392334,21.21500015258789,64160000.0
2010-11-01,21.681232452392575,21.96500015258789,22.387500762939453,21.112499237060547,21.9424991607666,43495600.0
2010-12-01,23.379011154174805,23.684999465942386,24.440000534057614,22.20249938964844,22.20249938964844,48203600.0
2011-01-01,24.393238067626953,24.712499618530273,24.75,23.01499938964844,23.8174991607666,36113200.0
2011-02-01,24.788070678710934,25.11249923706055,25.497499465942386,23.9325008392334,24.772499084472656,45241200.0
2011-03-01,27.44084930419922,27.79999923706055,27.927499771118164,24.96750068664551,25.364999771118164,57058800.0
2011-04-01,29.65684509277344,30.045000076293945,31.1875,27.0575008392334,27.99250030517578,54655600.0
2011-05-01,29.637104034423828,30.024999618530273,31.477500915527344,29.17250061035156,30.04999923706055,50743600.0
2011-06-01,30.160259246826172,30.55500030517578,31.247499465942386,28.70000076293945,29.96500015258789,51319000.0
2011-07-01,32.815502166748054,33.24499893188477,34.060001373291016,30.34499931335449,30.68000030517578,40812400.0
2011-08-01,32.55393218994141,32.97999954223633,33.96500015258789,26.96500015258789,33.56999969482422,89025600.0
2011-09-01,33.817394256591804,34.259998321533196,37.19499969482422,30.540000915527344,32.900001525878906,65461000.0
2011-10-01,31.30527114868164,31.71500015258789,35.139999389648445,29.90500068664551,33.939998626708984,80461800.0
2011-11-01,30.09609794616699,30.489999771118164,33.044998168945305,28.295000076293945,31.04999923706055,59724000.0
2011-12-01,30.22935485839844,30.625,31.290000915527344,27.84499931335449,30.614999771118164,47094600.0
2012-01-01,30.05167961120605,30.44499969482422,32.084999084472656,29.68000030517578,31.30500030517578,46298200.0
2012-02-01,36.43809509277344,36.915000915527344,37.75,30.399999618530273,30.649999618530273,55591800.0
2012-03-01,37.58804321289063,38.08000183105469,39.26499938964844,37.0,37.19499969482422,42958400.0
2012-04-01,40.03106689453125,40.55500030517578,40.7400016784668,35.84000015258789,38.060001373291016,43942200.0
2012-05-01,38.476417541503906,38.97999954223633,42.04999923706055,38.11000061035156,40.36999893188477,61799000.0
2012-06-01,40.79605484008789,41.33000183105469,44.15999984741211,37.78499984741211,38.48500061035156,70581600.0
2012-07-01,36.482513427734375,36.959999084472656,41.98500061035156,36.1349983215332,41.665000915527344,62244200.0
2012-08-01,36.09754943847656,36.56999969482422,37.65999984741211,35.185001373291016,37.26499938964844,52601600.0
2012-09-01,38.19509506225586,38.69499969482422,39.04499816894531,35.169998168945305,36.474998474121094,53367200.0
2012-10-01,37.60284805297852,38.09500122070313,39.97999954223633,33.81999969482422,38.91999816894531,63105000.0
2012-11-01,38.11119842529297,38.61000061035156,40.625,37.40499877929688,38.02000045776367,41330200.0
2012-12-01,38.25432586669922,38.75500106811523,40.58000183105469,37.63000106811523,38.81999969482422,28598800.0
2013-01-01,40.74176788330078,41.275001525878906,42.29499816894531,39.35499954223633,39.39500045776367,37128400.0
2013-02-01,43.16505432128906,43.72999954223633,44.459999084472656,41.18999862670898,41.52999877929688,34914400.0
2013-03-01,46.75802230834961,47.36999893188477,47.459999084472656,43.52000045776367,43.84000015258789,33119800.0
2013-04-01,47.7599105834961,48.3849983215332,48.7599983215332,45.27000045776367,47.48500061035156,36833600.0
2013-05-01,48.4459342956543,49.08000183105469,49.44499969482422,46.74499893188477,48.0250015258789,31504200.0
2013-06-01,47.4243049621582,48.04499816894531,50.0,46.5099983215332,49.18999862670898,32328400.0
2013-07-01,48.366966247558594,49.0,50.849998474121094,47.34000015258789,48.5,35747900.0
2013-08-01,45.4649543762207,46.06000137329102,50.41999816894531,45.86000061035156,49.29999923706055,25957200.0
2013-09-01,51.87110137939453,52.54999923706055,55.06999969482422,45.81000137329102,47.1500015258789,33915400.0
2013-10-01,55.30614852905274,56.02999877929688,59.41999816894531,52.349998474121094,52.52000045776367,38377400.0
2013-11-01,56.7275390625,57.47000122070313,58.459999084472656,55.59000015258789,56.31000137329102,19669100.0
2013-12-01,55.01989364624024,55.7400016784668,58.08000183105469,53.72000122070313,57.59000015258789,27408300.0
2014-01-01,56.15503311157226,56.88999938964844,57.58000183105469,53.63999938964844,55.47999954223633,31085500.0
2014-02-01,60.57715225219727,61.36999893188477,63.06999969482422,51.6500015258789,56.75,45078300.0
2014-03-01,55.52330017089844,56.25,62.16999816894531,55.75,60.59000015258789,29681800.0
2014-04-01,50.63724899291992,51.29999923706055,56.86999893188477,48.38999938964844,55.90999984741211,57691300.0
2014-05-01,53.35172653198242,54.04999923706055,54.9900016784668,48.86999893188477,51.02999877929688,40117400.0
2014-06-01,50.91363525390625,51.58000183105469,54.4900016784668,51.09000015258789,54.22000122070313,33176500.0
2014-07-01,54.48686981201172,55.20000076293945,57.59000015258789,50.29999923706055,51.66999816894531,45851300.0
2014-08-01,56.91508865356445,57.65999984741211,57.68000030517578,53.6500015258789,55.25,32503800.0
2014-09-01,58.80041122436523,59.56999969482422,60.13999938964844,57.65999984741211,57.91999816894531,35398000.0
2014-10-01,62.521705627441406,63.34000015258789,63.88999938964844,55.75,59.22000122070313,42855500.0
2014-11-01,63.56801223754883,64.40000152587889,64.75,62.52999877929688,63.31999969482422,23548300.0
2014-12-01,63.82465362548828,64.66000366210939,66.44999694824219,60.70000076293945,64.48000335693361,23518800.0
2015-01-01,65.49282073974611,66.34999847412111,68.37000274658203,63.18999862670898,64.91999816894531,24622900.0
2015-02-01,71.12905883789062,72.05999755859375,73.23999786376953,65.05000305175781,66.91000366210939,34494200.0
2015-03-01,72.31356048583984,73.26000213623047,74.83000183105469,69.19999694824219,72.16000366210938,32685500.0
2015-04-01,70.88228607177734,71.80999755859375,75.72000122070312,71.2300033569336,73.2699966430664,27968000.0
2015-05-01,66.42068481445311,67.29000091552734,73.18000030517578,66.91999816894531,72.31999969482422,46756100.0
2015-06-01,68.16780853271484,69.05999755859375,70.66000366210938,65.66999816894531,67.66999816894531,41093600.0
2015-07-01,70.79344940185547,71.72000122070312,75.0,67.26000213623047,69.38999938964844,42483100.0
2015-08-01,60.96211242675781,61.7599983215332,72.05999755859375,57.41999816894531,71.91000366210938,72411200.0
2015-09-01,59.18537139892578,59.959999084472656,65.55999755859375,58.0099983215332,60.790000915527344,45996100.0
2015-10-01,65.43359375,66.29000091552734,68.30999755859375,58.540000915527344,60.16999816894531,42140300.0
2015-11-01,58.83002090454102,59.599998474121094,66.94000244140625,55.81999969482422,66.80000305175781,64586600.0
2015-12-01,59.39265823364258,60.16999816894531,61.959999084472656,58.90999984741211,59.75,43291500.0
2016-01-01,57.26056289672852,58.0099983215332,59.91999816894531,53.90999984741211,59.04999923706055,40913900.0
2016-02-01,50.40035629272461,51.06000137329102,59.06999969482422,49.88999938964844,57.38000106811523,66320500.0
2016-03-01,52.27580642700195,52.959999084472656,54.849998474121094,49.59000015258789,51.47999954223633,61202600.0
2016-04-01,55.41472244262695,56.13999938964844,58.88999938964844,52.599998474121094,52.790000915527344,39921100.0
2016-05-01,54.89157485961914,55.61000061035156,57.08000183105469,52.84000015258789,56.2400016784668,44399400.0
2016-06-01,57.84293746948242,58.599998474121094,58.7400016784668,53.33000183105469,55.58000183105469,48765700.0
2016-07-01,61.58398056030274,62.38999938964844,62.709999084472656,57.59000015258789,58.47999954223633,35024900.0
2016-08-01,63.70620346069336,64.54000091552734,67.5,61.36999893188477,62.33000183105469,47692200.0
2016-09-01,60.95225143432617,61.75,65.31999969482422,61.18999862670898,64.75,35483500.0
2016-10-01,57.82320022583008,58.58000183105469,62.52999877929688,57.31000137329102,61.61999893188477,32519300.0
2016-11-01,49.13689041137695,49.77999877929688,58.63000106811523,48.040000915527344,58.52000045776367,108474300.0
2016-12-01,46.75802230834961,47.36999893188477,50.290000915527344,47.0099983215332,49.29999923706055,56761600.0
2017-01-01,53.01611709594727,53.709999084472656,53.75,47.09000015258789,47.70000076293945,56996300.0
2017-02-01,54.32893753051758,55.040000915527344,56.59000015258789,51.2599983215332,53.61000061035156,60992800.0
2017-03-01,58.0897102355957,58.849998474121094,59.83000183105469,54.0099983215332,55.47999954223633,63432800.0
2017-04-01,63.91348648071289,64.75,66.26999664306639,58.09000015258789,58.72000122070313,53028300.0
2017-05-01,64.5057373046875,65.34999847412111,65.80999755859375,63.40999984741211,64.62999725341797,63134900.0
2017-06-01,65.61128234863281,66.47000122070311,69.27999877929689,64.79000091552734,65.5,37945100.0
2017-07-01,63.53840637207031,64.37000274658203,66.98000335693361,62.56999969482422,66.76999664306639,31001000.0
2017-08-01,66.90434265136719,67.77999877929689,67.84999847412111,61.52999877929688,64.48000335693361,36500300.0
2017-09-01,70.39861297607422,71.31999969482422,72.2699966430664,66.91000366210939,67.86000061035156,50243400.0
2017-10-01,66.64771270751953,67.51999664306639,73.86000061035156,62.86000061035156,71.3499984741211,51905600.0
2017-11-01,69.77675628662111,70.69000244140625,71.43000030517578,64.23999786376953,67.73000335693361,46368000.0
2017-12-01,66.51938629150389,67.38999938964844,70.7699966430664,67.12000274658203,70.33999633789061,34647500.0
2018-01-01,68.23690032958984,69.12999725341797,73.43000030517578,67.54000091552734,67.55000305175781,45580300.0
2018-02-01,63.33111953735352,64.16000366210939,69.05999755859375,59.75,68.88999938964844,52037400.0
2018-03-01,57.250694274902344,58.0,65.27999877929689,56.4900016784668,64.26999664306639,66466200.0
2018-04-01,57.49746322631836,58.25,59.66999816894531,55.290000915527344,57.47999954223633,57593300.0
2018-05-01,58.90898895263672,59.68000030517578,63.22000122070313,52.04999923706055,58.22000122070313,62683000.0
2018-06-01,59.01757049560547,59.790000915527344,62.04999923706055,58.66999816894531,60.11000061035156,34257800.0
2018-07-01,61.27798843383789,62.08000183105469,63.88000106811523,59.4900016784668,59.59000015258789,28324100.0
2018-08-01,64.26884460449219,65.11000061035156,67.56999969482422,61.22000122070313,61.86999893188477,41092200.0
2018-09-01,63.57788467407226,64.41000366210939,66.05000305175781,62.84000015258789,64.93000030517578,31355800.0
2018-10-01,56.53999328613281,57.27999877929688,65.44000244140625,50.90999984741211,64.69999694824219,54034200.0
2018-11-01,57.16185760498047,57.90999984741211,58.9000015258789,55.72000122070313,57.2400016784668,34601500.0
2018-12-01,51.76252365112305,52.43999862670898,59.290000915527344,48.77999877929688,58.349998474121094,49128900.0
2019-01-01,54.20061111450195,54.90999984741211,55.4000015258789,50.5099983215332,51.459999084472656,47221400.0
2019-02-01,55.2271842956543,55.95000076293945,59.18999862670898,54.22000122070313,54.86000061035156,47991100.0
2019-03-01,56.47090148925781,57.209999084472656,58.5,54.599998474121094,56.41999816894531,44314700.0
2019-04-01,65.59152221679689,66.44999694824219,66.55999755859375,56.52000045776367,57.66999816894531,67392600.0
2019-05-01,69.06605529785156,69.97000122070311,71.0,66.12999725341797,66.65000152587889,57038300.0
2019-06-01,72.35304260253906,73.30000305175781,73.36000061035156,68.75,70.0,52559400.0
2019-07-01,70.90104675292969,71.6500015258789,76.47000122070312,70.5199966430664,73.61000061035156,47270400.0
2019-08-01,68.18968200683594,68.91000366210939,72.86000061035156,67.56999969482422,71.75,44267000.0
2019-09-01,67.45741271972656,68.16999816894531,69.19999694824219,65.86000061035156,68.30000305175781,35406200.0
2019-10-01,66.59317779541016,67.12000274658203,69.04000091552734,65.01999664306639,68.37000274658203,44942700.0
2019-11-01,71.02809143066406,71.58999633789062,72.1500015258789,66.13999938964844,67.38999938964844,43430400.0
2019-12-01,72.81396484375,73.38999938964844,74.0999984741211,70.19000244140625,71.58999633789062,33084700.0
2020-01-01,71.44166564941406,71.83000183105469,76.31999969482422,71.36000061035156,73.44999694824219,31674300.0
2020-02-01,68.89550018310547,69.26999664306639,80.9000015258789,67.52999877929689,72.23999786376953,51784500.0
2020-03-01,62.64945983886719,62.9900016784668,73.95999908447266,53.08000183105469,69.51000213623047,82120200.0
2020-04-01,69.01486206054689,69.38999938964844,74.87999725341797,59.61000061035156,60.88999938964844,47315700.0
2020-05-01,72.72149658203125,72.9000015258789,72.9800033569336,63.11000061035156,67.80999755859375,41280900.0
2020-06-01,68.38214874267578,68.55000305175781,74.04000091552734,65.13999938964844,72.43000030517578,51379300.0
2020-07-01,70.06999969482422,70.06999969482422,71.22000122070312,68.62999725341797,68.68000030517578,9060000.0
2020-07-07,70.06999969482422,70.06999969482422,70.7300033569336,69.41999816894531,70.91999816894531,1988345.0
