Date,Adj Close,Close,High,Low,Open,Volume
2010-07-01,,,,,,
2010-08-01,42.74492263793945,49.65999984741211,55.70000076293945,48.61000061035156,51.11999893188477,85993500.0
2010-09-01,48.75297927856445,56.63999938964844,57.4900016784668,49.90999984741211,50.27999877929688,81116200.0
2010-10-01,46.77325820922852,54.34000015258789,58.38999938964844,52.93000030517578,56.63999938964844,75067800.0
2010-11-01,47.97829818725586,55.7400016784668,61.0,54.2599983215332,54.63999938964844,111750700.0
2010-12-01,48.942344665527344,56.86000061035156,59.68999862670898,55.56000137329102,56.45000076293945,80262700.0
2011-01-01,53.46989440917969,62.11999893188477,64.97000122070311,56.790000915527344,57.09000015258789,60757600.0
2011-02-01,57.21416473388672,66.47000122070311,67.94999694824219,62.38000106811523,62.65999984741211,58682800.0
2011-03-01,60.07187271118164,69.79000091552734,70.0,65.5,66.77999877929689,74296600.0
2011-04-01,66.34136199951172,76.79000091552734,76.94999694824219,67.33999633789061,70.04000091552734,54544800.0
2011-05-01,67.53357696533203,78.16999816894531,81.91999816894531,75.5,76.91999816894531,68097800.0
2011-06-01,68.05193328857422,78.7699966430664,79.93000030517578,74.66000366210938,77.95999908447266,57889500.0
2011-07-01,58.55076217651367,67.55000305175781,80.9000015258789,66.68000030517578,79.0,71697700.0
2011-08-01,54.866966247558594,63.29999923706055,68.55000305175781,56.61000061035156,68.31999969482422,95947000.0
2011-09-01,56.58318328857422,65.27999877929689,68.83000183105469,59.7400016784668,64.09999847412111,75650600.0
2011-10-01,59.96307754516602,68.90000152587889,71.77999877929688,60.43999862670898,65.43000030517578,64273700.0
2011-11-01,61.39908218383789,70.55000305175781,71.30000305175781,63.68000030517578,66.98999786376953,49905100.0
2011-12-01,57.65681457519531,66.25,71.08000183105469,63.41999816894531,70.19000244140625,53551200.0
2012-01-01,56.183067321777344,64.31999969482422,73.36000061035156,63.47999954223633,67.54000091552734,69354200.0
2012-02-01,57.32735824584961,65.62999725341797,66.98999786376953,63.599998474121094,64.80000305175781,56757000.0
2012-03-01,64.46379089355469,73.80000305175781,74.7300033569336,63.34000015258789,65.76999664306639,79644100.0
2012-04-01,59.50619125366211,67.81999969482422,73.80000305175781,67.45999908447266,73.62999725341797,55579800.0
2012-05-01,59.12892150878906,67.38999938964844,69.33999633789061,64.84999847412111,67.72000122070311,50805100.0
2012-06-01,55.97023010253906,63.790000915527344,72.79000091552734,63.22000122070313,66.72000122070311,87959100.0
2012-07-01,46.96142578125,53.290000915527344,64.66000366210939,52.52000045776367,64.22000122070311,98634400.0
2012-08-01,52.75999450683594,59.86999893188477,62.47000122070313,52.56999969482422,53.43999862670898,73415000.0
2012-09-01,51.120887756347656,58.0099983215332,60.9000015258789,57.040000915527344,59.72999954223633,51843200.0
2012-10-01,54.28402328491211,61.29999923706055,63.63000106811523,57.83000183105469,57.97999954223633,77549800.0
2012-11-01,49.50206756591797,55.9000015258789,62.1500015258789,53.68999862670898,61.290000915527344,65521100.0
2012-12-01,53.94750595092773,60.91999816894531,61.6500015258789,55.33000183105469,56.02000045776367,43135200.0
2013-01-01,57.69905853271485,64.81999969482422,66.41000366210939,58.75,61.08000183105469,52617200.0
2013-02-01,55.34910202026367,62.18000030517578,66.62000274658203,60.40999984741211,65.04000091552734,42983900.0
2013-03-01,58.95417404174805,66.23000335693361,66.33000183105469,61.52000045776367,61.97999954223633,33965700.0
2013-04-01,65.302490234375,72.91999816894531,74.43000030517578,65.81999969482422,66.29000091552734,48029400.0
2013-05-01,68.92940521240234,76.97000122070312,79.5999984741211,72.05000305175781,72.5,37578800.0
2013-06-01,73.29067993164062,81.83999633789062,82.33000183105469,75.0199966430664,77.06999969482422,40774700.0
2013-07-01,77.00362396240234,85.55999755859375,90.0,80.75,82.0,45760900.0
2013-08-01,76.6256332397461,85.13999938964844,88.72000122070312,84.1500015258789,86.02999877929688,35144800.0
